agency_cd,site_no,site_tp_cd,lev_dt,lev_tm,lev_tz_cd,lev_va,sl_lev_va,sl_datum_cd,lev_status_cd,lev_agency_cd,lev_dt_acy_cd,lev_acy_cd,lev_src_cd,lev_meth_cd,lev_age_cd
USGS,375011099475601.00,GW,2/4/1974,,,139.24,,,,,D,2,U,S,A
USGS,375011099475601.00,GW,12/26/1974,,,142.48,,,,,D,2,U,S,A
USGS,375011099475601.00,GW,12/29/1976,,,140.8,,,,,D,2,U,S,A
USGS,375011099475601.00,GW,12/28/1977,,,178.49,,,,,D,2,U,S,A
USGS,375011099475601.00,GW,1/4/1979,,,183.9,,,,,D,1,U,S,A
USGS,375011099475601.00,GW,1/4/1980,,,184.12,,,,,D,2,U,S,A
USGS,375011099475601.00,GW,1/14/1981,,,185.1,,,,,D,2,U,S,A
USGS,375018099353601.00,GW,4/1/1939,,,50.2,,,,USGS,D,2,S,S,A
USGS,375028099434701.00,GW,11/24/1970,,,147.7,,,,,D,2,U,S,A
USGS,375028099434701.00,GW,12/17/1970,,,138.7,,,,,D,2,U,S,A
USGS,375028099434701.00,GW,1/28/1971,,,129.9,,,,,D,2,U,S,A
USGS,375028099434701.00,GW,3/18/1971,,,135.15,,,,,D,2,U,S,A
USGS,375028099434701.00,GW,4/20/1971,,,131.42,,,,,D,2,U,S,A
USGS,375028099434701.00,GW,5/20/1971,,,130.2,,,,,D,2,U,S,A
USGS,375028099434701.00,GW,6/23/1971,,,132.45,,,,,D,2,U,S,A
USGS,375028099434701.00,GW,7/22/1971,,,142.3,,,,,D,2,U,S,A
USGS,375028099434701.00,GW,8/26/1971,,,145.24,,,,,D,2,U,S,A
USGS,375028099434701.00,GW,10/5/1971,,,133.15,,,,,D,2,U,S,A
USGS,375028099434701.00,GW,10/27/1971,,,132.3,,,,,D,2,U,S,A
USGS,375028099434701.00,GW,11/22/1971,,,132.83,,,,,D,2,U,S,A
USGS,375028099434701.00,GW,12/21/1971,,,129.22,,,,,D,2,U,S,A
USGS,375028099434701.00,GW,1/24/1972,,,130.2,,,,,D,2,U,S,A
USGS,375028099434701.00,GW,2/22/1972,,,128.3,,,,,D,2,U,S,A
USGS,375028099434701.00,GW,3/24/1972,,,131.52,,,,,D,2,U,S,A
USGS,375028099434701.00,GW,4/25/1972,,,133.1,,,,,D,2,U,S,A
USGS,375028099434701.00,GW,5/24/1972,,,130.56,,,,,D,2,U,S,A
USGS,375028099434701.00,GW,6/29/1972,,,128.12,,,,,D,2,U,S,A
USGS,375028099434701.00,GW,7/24/1972,,,130.52,,,,,D,2,U,S,A
USGS,375028099434701.00,GW,8/18/1972,,,136.97,,,,,D,2,U,S,A
USGS,375028099434701.00,GW,9/26/1972,,,129.65,,,,,D,2,U,S,A
USGS,375028099434701.00,GW,10/25/1972,,,129,,,,,D,2,U,S,A
USGS,375028099434701.00,GW,11/22/1972,,,127.5,,,,,D,2,U,S,A
USGS,375028099434701.00,GW,12/22/1972,,,127.07,,,,,D,2,U,S,A
USGS,375028099434701.00,GW,1/24/1973,,,126.8,,,,,D,2,U,S,A
USGS,375028099434701.00,GW,2/21/1973,,,125.5,,,,,D,2,U,S,A
USGS,375028099434701.00,GW,3/27/1973,,,125.28,,,,,D,2,U,S,A
USGS,375028099434701.00,GW,4/27/1973,,,124.44,,,,,D,2,U,S,A
USGS,375028099434701.00,GW,5/1/1973,,,123,,,,USGS,D,2,S,S,A
USGS,375028099434701.00,GW,5/23/1973,,,123,,,,,D,2,U,S,A
USGS,375028099434701.00,GW,6/21/1973,,,130.6,,,,,D,2,U,S,A
USGS,375028099434701.00,GW,7/19/1973,,,127.2,,,,,D,2,U,S,A
USGS,375028099434701.00,GW,8/20/1973,,,132.45,,,,,D,2,U,S,A
USGS,375028099434701.00,GW,10/8/1973,,,130.97,,,,,D,2,U,S,A
USGS,375028099434701.00,GW,10/23/1973,,,128.1,,,,,D,2,U,S,A
USGS,375028099434701.00,GW,11/26/1973,,,125.89,,,,,D,2,U,S,A
USGS,375028099434701.00,GW,12/20/1973,,,123.79,,,,,D,2,U,S,A
USGS,375028099434701.00,GW,3/22/1974,,,120.15,,,,,D,2,U,S,A
USGS,375028099434701.00,GW,7/1/1974,,,127.54,,,,,D,2,U,S,A
USGS,375028099434701.00,GW,9/25/1974,,,125.32,,,,,D,2,U,S,A
USGS,375028099434701.00,GW,12/26/1974,,,120.87,,,,,D,2,U,S,A
USGS,375028099434701.00,GW,3/26/1975,,,116.67,,,,,D,2,U,S,A
USGS,375028099434701.00,GW,6/25/1975,,,130.12,,,,,D,2,U,S,A
USGS,375028099434701.00,GW,9/22/1975,,,138.1,,,,,D,2,U,S,A
USGS,375028099434701.00,GW,1/5/1976,,,133.05,,,,,D,2,U,S,A
USGS,375028099434701.00,GW,3/22/1976,,,130.23,,,,,D,2,U,S,A
USGS,375028099434701.00,GW,6/28/1976,,,129.57,,,,,D,2,U,S,A
USGS,375028099434701.00,GW,9/22/1976,,,133.16,,,,,D,2,U,S,A
USGS,375028099434701.00,GW,12/28/1976,,,136.06,,,,,D,2,U,S,A
USGS,375028099434701.00,GW,3/30/1977,,,134.17,,,,,D,2,U,S,A
USGS,375028099434701.00,GW,6/15/1977,,,134.11,,,,,D,2,U,S,A
USGS,375028099434701.00,GW,10/5/1977,,,136.7,,,,,D,2,U,S,A
USGS,375028099434701.00,GW,12/29/1977,,,134.96,,,,,D,2,U,S,A
USGS,375028099434701.00,GW,3/29/1978,,,131.64,,,,,D,2,U,S,A
USGS,375028099434701.00,GW,6/28/1978,,,124.07,,,,,D,2,U,S,A
USGS,375028099434701.00,GW,10/4/1978,,,129.16,,,,,D,2,U,S,A
USGS,375028099434701.00,GW,1/4/1979,,,125.09,,,,,D,2,U,S,A
USGS,375028099434701.00,GW,4/5/1979,,,123.16,,,,,D,2,U,S,A
USGS,375028099434701.00,GW,7/2/1979,,,117.65,,,,,D,2,U,U,A
USGS,375028099434701.00,GW,10/15/1979,,,122.49,,,,,D,2,U,S,A
USGS,375028099434701.00,GW,1/4/1980,,,118.84,,,,,D,2,U,S,A
USGS,375028099434701.00,GW,4/10/1980,,,116.5,,,,,D,2,U,S,A
USGS,375028099434701.00,GW,6/25/1980,,,112.02,,,,,D,2,U,S,A
USGS,375028099434701.00,GW,9/22/1980,,,123.22,,,,,D,2,U,S,A
USGS,375028099434701.00,GW,2/3/1981,,,,,,O,,D,0,U,U,A
USGS,375028099434701.00,GW,3/18/1981,,,134.65,,,,,D,2,U,S,A
USGS,375028099434701.00,GW,6/22/1981,,,118,,,,,D,2,U,S,A
USGS,375028099434701.00,GW,9/21/1981,,,118.42,,,,,D,2,U,S,A
USGS,375028099434701.00,GW,12/29/1981,,,117.52,,,,,D,2,U,S,A
USGS,375028099434701.00,GW,2/3/1982,,,118.85,,,,,D,2,U,S,A
USGS,375028099434701.00,GW,3/25/1982,,,118.53,,,,,D,2,U,S,A
USGS,375028099434701.00,GW,6/14/1982,,,124.72,,,,,D,2,U,S,A
USGS,375028099434701.00,GW,9/17/1982,,,127.62,,,,,D,2,U,S,A
USGS,375028099434701.00,GW,12/15/1982,,,121.31,,,,,D,2,U,S,A
USGS,375028099434701.00,GW,3/14/1983,,,121.46,,,,,D,2,U,S,A
USGS,375028099434701.00,GW,6/14/1983,,,117.55,,,,,D,2,U,S,A
USGS,375028099434701.00,GW,9/15/1983,,,126.03,,,,,D,2,U,S,A
USGS,375028099434701.00,GW,12/15/1983,,,123.11,,,,,D,2,U,S,A
USGS,375028099434701.00,GW,3/7/1984,,,122.9,,,,,D,2,U,S,A
USGS,375028099434701.00,GW,6/12/1984,,,117.42,,,,,D,2,U,S,A
USGS,375028099434701.00,GW,9/6/1984,,,127.01,,,,,D,2,U,S,A
USGS,375028099434701.00,GW,12/7/1984,,,127.67,,,,,D,2,U,S,A
USGS,375028099434701.00,GW,3/13/1985,,,124.81,,,,,D,2,U,S,A
USGS,375028099434701.00,GW,6/19/1985,,,130.69,,,,,D,2,U,S,A
USGS,375028099434701.00,GW,9/10/1985,,,127.59,,,,,D,2,U,S,A
USGS,375028099434701.00,GW,12/18/1985,,,119.79,,,,,D,2,U,S,A
USGS,375028099434701.00,GW,3/11/1986,,,128.94,,,S,,D,2,U,S,A
USGS,375028099434701.00,GW,6/9/1986,,,127.12,,,,,D,2,U,S,A
USGS,375028099434701.00,GW,9/16/1986,,,126.08,,,,,D,2,U,S,A
USGS,375028099434701.00,GW,12/19/1986,,,129.29,,,,,D,2,U,S,A
USGS,375028099434701.00,GW,3/18/1987,,,118.91,,,,,D,2,U,S,A
USGS,375028099434701.00,GW,7/8/1987,,,133.42,,,,,D,2,U,S,A
USGS,375028099434701.00,GW,9/16/1987,,,134.49,,,,,D,2,U,S,A
USGS,375028099434701.00,GW,12/16/1987,,,128.5,,,,,D,2,U,S,A
USGS,375028099434701.00,GW,3/22/1988,,,139.47,,,,,D,2,U,S,A
USGS,375028099434701.00,GW,6/14/1988,,,131.01,,,,,D,2,U,S,A
USGS,375028099434701.00,GW,9/16/1988,,,138.58,,,,,D,2,U,S,A
USGS,375028099434701.00,GW,12/6/1988,,,137.4,,,,,D,2,U,S,A
USGS,375028099434701.00,GW,3/22/1989,,,138.58,,,,,D,2,U,S,A
USGS,375028099434701.00,GW,6/15/1989,,,130.67,,,,,D,2,U,S,A
USGS,375028099434701.00,GW,9/26/1989,,,137.37,,,,,D,2,U,S,A
USGS,375028099434701.00,GW,12/19/1989,,,133.73,,,,,D,2,U,S,A
USGS,375028099434701.00,GW,3/13/1990,,,134.07,,,,,D,2,U,S,A
USGS,375028099434701.00,GW,6/21/1990,,,128.45,,,,,D,2,U,S,A
USGS,375028099434701.00,GW,9/12/1990,,,140.72,,,,,D,2,U,S,A
USGS,375028099434701.00,GW,12/18/1990,,,134.98,,,,,D,2,U,S,A
USGS,375028099434701.00,GW,3/21/1991,,,139.17,,,,,D,2,U,S,A
USGS,375028099434701.00,GW,6/19/1991,,,148.76,,,,,D,2,U,S,A
USGS,375028099434701.00,GW,9/17/1991,,,146.89,,,,,D,2,U,S,A
USGS,375028099434701.00,GW,12/19/1991,,,142.75,,,,,D,2,U,S,A
USGS,375028099434701.00,GW,3/26/1992,,,102.99,,,,,D,2,U,S,A
USGS,375028099434701.00,GW,6/29/1992,,,96.63,,,,,D,2,U,S,A
USGS,375028099434701.00,GW,9/14/1992,,,88.09,,,,,D,2,U,S,A
USGS,375028099434701.00,GW,3/25/1993,,,57.86,,,,,D,2,U,S,A
USGS,375028099434701.00,GW,6/15/1993,,,48.18,,,,,D,2,U,S,A
USGS,375028099434701.00,GW,9/20/1993,,,46.79,,,,,D,2,U,S,A
USGS,375028099434701.00,GW,12/28/1993,,,46.22,,,,,D,2,U,S,A
USGS,375028099434701.00,GW,3/24/1994,,,41.29,,,,,D,2,U,S,A
USGS,375028099434701.00,GW,9/21/1994,,,45.59,,,,,D,2,U,S,A
USGS,375028099434701.00,GW,12/20/1994,,,45.61,,,,,D,2,U,S,A
USGS,375028099434701.00,GW,3/22/1995,,,45.53,,,,,D,2,U,S,A
USGS,375028099434701.00,GW,6/22/1995,,,44.73,,,,,D,2,U,S,A
USGS,375028099434701.00,GW,12/19/1995,,,43.97,,,,,D,2,U,S,A
USGS,375028099434701.00,GW,3/19/1996,,,43.84,,,,,D,2,U,S,A
USGS,375028099434701.00,GW,1/9/1997,,,41.44,,,,,D,2,U,S,A
USGS,375028099434701.00,GW,1/8/1998,,,41.03,,,,,D,2,U,S,A
USGS,375031099482101.00,GW,11/13/1968,,,157.6,,,,,D,1,U,S,A
USGS,375031099482101.00,GW,2/6/1969,,,149.69,,,,,D,2,U,S,A
USGS,375031099482101.00,GW,2/7/1969,,,148.9,,,,,D,2,U,S,A
USGS,375031099482101.00,GW,2/8/1969,,,149.75,,,,,D,2,U,S,A
USGS,375031099482101.00,GW,2/10/1969,,,149.47,,,,,D,2,U,S,A
USGS,375031099482101.00,GW,2/21/1969,,,149.53,,,,,D,2,U,S,A
USGS,375031099482101.00,GW,2/24/1969,,,149.5,,,,,D,2,U,S,A
USGS,375031099482101.00,GW,2/26/1969,,,148.61,,,,,D,2,U,S,A
USGS,375031099482101.00,GW,2/28/1969,,,150.8,,,,,D,2,U,S,A
USGS,375031099482101.00,GW,4/11/1969,,,146.75,,,,,D,2,U,S,A
USGS,375031099482101.00,GW,1/12/1970,,,153.15,,,,,D,2,U,S,A
USGS,375031099482101.00,GW,2/1/1971,,,162.05,,,,,D,2,U,S,A
USGS,375031099482101.00,GW,1/24/1972,,,165.5,,,,,D,2,U,S,A
USGS,375031099482101.00,GW,2/1/1973,,,166,,,,USGS,D,2,S,S,A
USGS,375031099482101.00,GW,2/22/1973,,,165.17,,,,,D,2,U,S,A
USGS,375031099482101.00,GW,2/4/1974,,,169.94,,,,,D,2,U,S,A
USGS,375031099482101.00,GW,12/26/1974,,,175.34,,,,,D,2,U,S,A
USGS,375031099482101.00,GW,12/29/1976,,,184.39,,,,,D,2,U,S,A
USGS,375031099482101.00,GW,12/28/1977,,,184.94,,,,,D,2,U,S,A
USGS,375031099482101.00,GW,1/4/1979,,,189.49,,,,,D,2,U,S,A
USGS,375031099482101.00,GW,1/4/1980,,,195.31,,,,,D,2,U,S,A
USGS,375031099482101.00,GW,1/14/1981,,,190.49,,,,,D,2,U,S,A
USGS,375126099480001.00,GW,4/1/1939,,,70.8,,,,USGS,D,2,S,S,A
USGS,375126101352701.00,GW,9/1/1939,,,85.7,,,,USGS,D,2,S,S,A
USGS,375153099361201.00,GW,3/1/1973,,,63,,,,USGS,D,2,S,S,A
USGS,375203099410601.00,GW,4/1/1939,,,77.2,,,,USGS,D,2,S,S,A
USGS,375241099482901.00,GW,2/7/1969,,,159.65,,,,,D,2,U,S,A
USGS,375241099482901.00,GW,2/10/1969,,,159.68,,,,,D,2,U,S,A
USGS,375241099482901.00,GW,2/11/1969,,,159.59,,,,,D,2,U,S,A
USGS,375241099482901.00,GW,2/12/1969,,,159.52,,,,,D,2,U,S,A
USGS,375241099482901.00,GW,2/13/1969,,,159.4,,,,,D,2,U,S,A
USGS,375241099482901.00,GW,2/17/1969,,,159.16,,,,,D,2,U,S,A
USGS,375241099482901.00,GW,4/11/1969,,,156.4,,,,,D,2,U,S,A
USGS,375241099482901.00,GW,1/12/1970,,,163.07,,,,,D,2,U,S,A
USGS,375241099482901.00,GW,9/22/1970,,,189.78,,,,,D,2,U,S,A
USGS,375241099482901.00,GW,1/28/1971,,,172.25,,,,,D,2,U,S,A
USGS,375241099482901.00,GW,3/18/1971,,,173.6,,,,,D,2,U,S,A
USGS,375241099482901.00,GW,4/20/1971,,,180.25,,,,,D,2,U,S,A
USGS,375241099482901.00,GW,5/20/1971,,,175.88,,,,,D,2,U,S,A
USGS,375241099482901.00,GW,7/22/1971,,,186.1,,,,,D,2,U,S,A
USGS,375241099482901.00,GW,8/26/1971,,,191.25,,,,,D,2,U,S,A
USGS,375241099482901.00,GW,10/5/1971,,,188.65,,,,,D,2,U,S,A
USGS,375241099482901.00,GW,10/27/1971,,,184.55,,,,,D,2,U,S,A
USGS,375241099482901.00,GW,11/22/1971,,,181.2,,,,,D,2,U,S,A
USGS,375241099482901.00,GW,12/21/1971,,,178.85,,,,,D,2,U,S,A
USGS,375241099482901.00,GW,1/24/1972,,,179.85,,,,,D,2,U,S,A
USGS,375241099482901.00,GW,2/22/1972,,,174.43,,,,,D,2,U,S,A
USGS,375241099482901.00,GW,3/24/1972,,,178.5,,,,,D,2,U,S,A
USGS,375241099482901.00,GW,5/24/1972,,,178.52,,,,,D,2,U,S,A
USGS,375241099482901.00,GW,7/24/1972,,,188,,,,,D,2,U,S,A
USGS,375241099482901.00,GW,8/18/1972,,,193.45,,,,,D,2,U,S,A
USGS,375241099482901.00,GW,9/26/1972,,,184.19,,,,,D,2,U,S,A
USGS,375241099482901.00,GW,12/22/1972,,,176.54,,,,,D,2,U,S,A
USGS,375241099482901.00,GW,1/24/1973,,,175.09,,,,,D,2,U,S,A
USGS,375241099482901.00,GW,2/21/1973,,,173.98,,,,,D,2,U,S,A
USGS,375241099482901.00,GW,4/27/1973,,,173.2,,,,,D,2,U,S,A
USGS,375241099482901.00,GW,5/1/1973,,,171,,,,USGS,D,2,S,S,A
USGS,375241099482901.00,GW,5/23/1973,,,170.9,,,,,D,2,U,S,A
USGS,375241099482901.00,GW,10/8/1973,,,189.1,,,P,,D,2,U,S,A
USGS,375241099482901.00,GW,10/23/1973,,,192.37,,,,,D,2,U,S,A
USGS,375241099482901.00,GW,11/26/1973,,,183.33,,,,,D,2,U,S,A
USGS,375241099482901.00,GW,3/22/1974,,,176.13,,,,,D,2,U,S,A
USGS,375241099482901.00,GW,9/25/1974,,,188.61,,,,,D,2,U,S,A
USGS,375241099482901.00,GW,6/26/1975,,,196.05,,,,,D,2,U,S,A
USGS,375241099482901.00,GW,9/22/1975,,,224.53,,,,,D,2,U,S,A
USGS,375241099482901.00,GW,1/5/1976,,,200.1,,,,,D,2,U,S,A
USGS,375241099482901.00,GW,3/22/1976,,,194.63,,,,,D,2,U,S,A
USGS,375241099482901.00,GW,6/28/1976,,,205.76,,,,,D,2,U,S,A
USGS,375241099482901.00,GW,9/22/1976,,,216.71,,,,,D,2,U,S,A
USGS,375241099482901.00,GW,12/29/1976,,,210.81,,,,,D,2,U,S,A
USGS,375241099482901.00,GW,3/25/1977,,,209.86,,,,,D,2,U,S,A
USGS,375241099482901.00,GW,6/20/1977,,,203.8,,,,,D,2,U,S,A
USGS,375241099482901.00,GW,10/5/1977,,,207.94,,,,,D,2,U,S,A
USGS,375241099482901.00,GW,12/28/1977,,,203.34,,,,,D,2,U,S,A
USGS,375241099482901.00,GW,3/27/1978,,,198.97,,,,,D,2,U,S,A
USGS,375241099482901.00,GW,6/28/1978,,,209.57,,,,,D,2,U,S,A
USGS,375241099482901.00,GW,10/4/1978,,,216.83,,,,,D,2,U,S,A
USGS,375241099482901.00,GW,1/4/1979,,,209.18,,,,,D,2,U,S,A
USGS,375241099482901.00,GW,4/17/1979,,,206.1,,,,,D,1,U,S,A
USGS,375241099482901.00,GW,7/2/1979,,,208.5,,,,,D,2,U,U,A
USGS,375241099482901.00,GW,10/15/1979,,,216.67,,,,,D,2,U,S,A
USGS,375241099482901.00,GW,1/4/1980,,,212.76,,,,,D,2,U,S,A
USGS,375241099482901.00,GW,4/1/1980,,,204.62,,,,,D,2,U,S,A
USGS,375241099482901.00,GW,6/25/1980,,,203.07,,,,,D,2,U,S,A
USGS,375241099482901.00,GW,9/22/1980,,,226.26,,,,,D,2,U,S,A
USGS,375241099482901.00,GW,2/3/1981,,,207.59,,,,,D,2,U,S,A
USGS,375241099482901.00,GW,3/18/1981,,,212.25,,,,,D,2,U,S,A
USGS,375241099482901.00,GW,9/21/1981,,,210.68,,,,,D,2,U,S,A
USGS,375241099482901.00,GW,12/29/1981,,,207.69,,,,,D,2,U,S,A
USGS,375241099482901.00,GW,3/25/1982,,,209.05,,,,,D,2,U,S,A
USGS,375241099482901.00,GW,6/14/1982,,,211.84,,,,,D,2,U,S,A
USGS,375241099482901.00,GW,9/20/1982,,,217.44,,,,,D,2,U,S,A
USGS,375241099482901.00,GW,12/15/1982,,,213.27,,,,,D,2,U,S,A
USGS,375241099482901.00,GW,6/15/1983,,,202.58,,,,,D,2,U,S,A
USGS,375241099482901.00,GW,9/15/1983,,,216.96,,,,,D,2,U,S,A
USGS,375241099482901.00,GW,12/16/1983,,,208.79,,,,,D,2,U,S,A
USGS,375241099482901.00,GW,6/13/1984,,,213.2,,,,,D,2,U,S,A
USGS,375241099482901.00,GW,12/18/1985,,,217.23,,,,,D,2,U,S,A
USGS,375241099482901.00,GW,12/11/1987,,,213.5,,,,,D,2,U,S,A
USGS,375241099482901.00,GW,12/7/1988,,,209.89,,,,,D,2,U,S,A
USGS,375301099525301.00,GW,4/1/1939,,,39.2,,,,USGS,D,2,S,S,A
USGS,375307099492701.00,GW,8/25/1968,,,90.06,,,,,D,2,U,S,A
USGS,375307099492701.00,GW,8/31/1968,,,89.88,,,,,D,2,U,S,A
USGS,375307099492701.00,GW,9/5/1968,,,87.63,,,,,D,2,U,S,A
USGS,375307099492701.00,GW,9/10/1968,,,87.74,,,,,D,2,U,S,A
USGS,375307099492701.00,GW,9/15/1968,,,87.92,,,,,D,2,U,S,A
USGS,375307099492701.00,GW,9/20/1968,,,88.12,,,,,D,2,U,S,A
USGS,375307099492701.00,GW,9/25/1968,,,92.07,,,,,D,2,U,S,A
USGS,375307099492701.00,GW,9/30/1968,,,92.58,,,,,D,2,U,S,A
USGS,375307099492701.00,GW,10/5/1968,,,92.43,,,,,D,2,U,S,A
USGS,375307099492701.00,GW,10/10/1968,,,92.49,,,,,D,2,U,S,A
USGS,375307099492701.00,GW,10/15/1968,,,92.4,,,,,D,2,U,S,A
USGS,375307099492701.00,GW,10/20/1968,,,91.99,,,,,D,2,U,S,A
USGS,375307099492701.00,GW,10/25/1968,,,91.73,,,,,D,2,U,S,A
USGS,375307099492701.00,GW,10/31/1968,,,91.56,,,,,D,2,U,S,A
USGS,375307099492701.00,GW,11/5/1968,,,91.5,,,,,D,2,U,S,A
USGS,375307099492701.00,GW,11/10/1968,,,91.44,,,,,D,2,U,S,A
USGS,375307099492701.00,GW,11/15/1968,,,91.42,,,,,D,2,U,S,A
USGS,375307099492701.00,GW,11/20/1968,,,91.38,,,,,D,2,U,S,A
USGS,375307099492701.00,GW,11/25/1968,,,91.24,,,,,D,2,U,S,A
USGS,375307099492701.00,GW,11/30/1968,,,91.27,,,,,D,2,U,S,A
USGS,375307099492701.00,GW,12/5/1968,,,91.1,,,,,D,2,U,S,A
USGS,375307099492701.00,GW,12/10/1968,,,90.83,,,,,D,2,U,S,A
USGS,375307099492701.00,GW,12/15/1968,,,90.9,,,,,D,2,U,S,A
USGS,375307099492701.00,GW,12/20/1968,,,90.74,,,,,D,2,U,S,A
USGS,375307099492701.00,GW,12/25/1968,,,90.6,,,,,D,2,U,S,A
USGS,375307099492701.00,GW,12/31/1968,,,90.67,,,,,D,2,U,S,A
USGS,375307099492701.00,GW,1/5/1969,,,90.39,,,,,D,2,U,S,A
USGS,375307099492701.00,GW,1/10/1969,,,90.47,,,,,D,2,U,S,A
USGS,375307099492701.00,GW,1/15/1969,,,90.34,,,,,D,2,U,S,A
USGS,375307099492701.00,GW,1/20/1969,,,90.38,,,,,D,2,U,S,A
USGS,375307099492701.00,GW,1/25/1969,,,90.52,,,,,D,2,U,S,A
USGS,375307099492701.00,GW,1/31/1969,,,90.45,,,,,D,2,U,S,A
USGS,375307099492701.00,GW,2/5/1969,,,90.24,,,,,D,2,U,S,A
USGS,375307099492701.00,GW,2/10/1969,,,90.29,,,,,D,2,U,S,A
USGS,375307099492701.00,GW,2/15/1969,,,90.12,,,,,D,2,U,S,A
USGS,375307099492701.00,GW,2/20/1969,,,90.02,,,,,D,2,U,S,A
USGS,375307099492701.00,GW,2/25/1969,,,89.89,,,,,D,2,U,S,A
USGS,375307099492701.00,GW,2/28/1969,,,89.92,,,,,D,2,U,S,A
USGS,375307099492701.00,GW,3/5/1969,,,89.7,,,,,D,2,U,S,A
USGS,375307099492701.00,GW,3/10/1969,,,89.57,,,,,D,2,U,S,A
USGS,375307099492701.00,GW,3/15/1969,,,89.5,,,,,D,2,U,S,A
USGS,375307099492701.00,GW,3/20/1969,,,89.42,,,,,D,2,U,S,A
USGS,375307099492701.00,GW,3/25/1969,,,89.27,,,,,D,2,U,S,A
USGS,375307099492701.00,GW,3/31/1969,,,89.25,,,,,D,2,U,S,A
USGS,375307099492701.00,GW,4/5/1969,,,89.22,,,,,D,2,U,S,A
USGS,375307099492701.00,GW,4/10/1969,,,89.2,,,,,D,2,U,S,A
USGS,375307099492701.00,GW,4/15/1969,,,89.07,,,,,D,2,U,S,A
USGS,375307099492701.00,GW,4/20/1969,,,89.01,,,,,D,2,U,S,A
USGS,375307099492701.00,GW,4/25/1969,,,88.82,,,,,D,2,U,S,A
USGS,375307099492701.00,GW,4/30/1969,,,88.8,,,,,D,2,U,S,A
USGS,375307099492701.00,GW,5/5/1969,,,88.79,,,,,D,2,U,S,A
USGS,375307099492701.00,GW,5/10/1969,,,88.78,,,,,D,2,U,S,A
USGS,375307099492701.00,GW,5/15/1969,,,88.75,,,,,D,2,U,S,A
USGS,375307099492701.00,GW,5/20/1969,,,88.79,,,,,D,2,U,S,A
USGS,375307099492701.00,GW,5/25/1969,,,88.66,,,,,D,2,U,S,A
USGS,375307099492701.00,GW,5/31/1969,,,88.76,,,,,D,2,U,S,A
USGS,375307099492701.00,GW,6/5/1969,,,88.97,,,,,D,2,U,S,A
USGS,375307099492701.00,GW,6/10/1969,,,89.22,,,,,D,2,U,S,A
USGS,375307099492701.00,GW,6/15/1969,,,89.47,,,,,D,2,U,S,A
USGS,375307099492701.00,GW,6/20/1969,,,89.38,,,,,D,2,U,S,A
USGS,375307099492701.00,GW,6/25/1969,,,89.49,,,,,D,2,U,S,A
USGS,375307099492701.00,GW,6/30/1969,,,89.83,,,,,D,2,U,S,A
USGS,375307099492701.00,GW,7/5/1969,,,90.05,,,,,D,2,U,S,A
USGS,375307099492701.00,GW,7/10/1969,,,90.34,,,,,D,2,U,S,A
USGS,375307099492701.00,GW,7/15/1969,,,90.61,,,,,D,2,U,S,A
USGS,375307099492701.00,GW,7/20/1969,,,90.87,,,,,D,2,U,S,A
USGS,375307099492701.00,GW,7/25/1969,,,91.29,,,,,D,2,U,S,A
USGS,375307099492701.00,GW,7/31/1969,,,91.62,,,,,D,2,U,S,A
USGS,375307099492701.00,GW,8/5/1969,,,91.82,,,,,D,2,U,S,A
USGS,375307099492701.00,GW,8/10/1969,,,92.18,,,,,D,2,U,S,A
USGS,375307099492701.00,GW,8/15/1969,,,92.5,,,,,D,2,U,S,A
USGS,375307099492701.00,GW,8/20/1969,,,92.81,,,,,D,2,U,S,A
USGS,375307099492701.00,GW,8/25/1969,,,93.31,,,,,D,2,U,S,A
USGS,375307099492701.00,GW,8/31/1969,,,93.45,,,,,D,2,U,S,A
USGS,375307099492701.00,GW,9/5/1969,,,93.32,,,,,D,2,U,S,A
USGS,375307099492701.00,GW,9/10/1969,,,93.5,,,,,D,2,U,S,A
USGS,375307099492701.00,GW,9/15/1969,,,93.46,,,,,D,2,U,S,A
USGS,375307099492701.00,GW,9/20/1969,,,93.37,,,,,D,2,U,S,A
USGS,375307099492701.00,GW,9/25/1969,,,93.46,,,,,D,2,U,S,A
USGS,375307099492701.00,GW,9/30/1969,,,93.58,,,,,D,2,U,S,A
USGS,375307099492701.00,GW,10/5/1969,,,93.79,,,,,D,2,U,S,A
USGS,375307099492701.00,GW,10/10/1969,,,93.81,,,,,D,2,U,S,A
USGS,375307099492701.00,GW,10/15/1969,,,93.88,,,,,D,2,U,S,A
USGS,375307099492701.00,GW,10/20/1969,,,93.95,,,,,D,2,U,S,A
USGS,375307099492701.00,GW,10/25/1969,,,93.74,,,,,D,2,U,S,A
USGS,375307099492701.00,GW,10/31/1969,,,93.59,,,,,D,2,U,S,A
USGS,375307099492701.00,GW,11/5/1969,,,93.35,,,,,D,2,U,S,A
USGS,375307099492701.00,GW,11/10/1969,,,93.35,,,,,D,2,U,S,A
USGS,375307099492701.00,GW,11/15/1969,,,93.33,,,,,D,2,U,S,A
USGS,375307099492701.00,GW,11/20/1969,,,93.38,,,,,D,2,U,S,A
USGS,375307099492701.00,GW,11/25/1969,,,93.35,,,,,D,2,U,S,A
USGS,375307099492701.00,GW,11/30/1969,,,93.26,,,,,D,2,U,S,A
USGS,375307099492701.00,GW,12/5/1969,,,92.91,,,,,D,2,U,S,A
USGS,375307099492701.00,GW,12/10/1969,,,92.88,,,,,D,2,U,S,A
